precipitation,wind,temp_avg
0.0,2.8,22.8
0.0,3.4,21.9
0.0,4.1,24.200000000000003
0.0,3.3,21.95
0.5,1.7,22.5
0.0,2.6,23.05
0.0,2.6,24.45
0.0,2.7,19.45
0.0,2.2,20.55
0.0,2.4,19.450000000000003
0.0,2.9,19.450000000000003
0.0,4.1,21.4
0.0,3.4,22.25
0.5,2.6,26.700000000000003
12.7,3.1,22.2
21.6,2.7,19.15
0.0,0.6,19.15
1.0,1.5,20.549999999999997
0.0,2.2,20.6
0.0,2.8,21.4
0.0,3.3,22.5
0.0,2.4,21.4
0.0,3.6,17.8
0.0,1.7,16.1
0.0,2.9,18.6
0.0,2.0,20.85
0.0,2.3,19.15
0.0,2.0,21.65
0.0,1.8,23.35
0.0,1.6,22.5
0.0,2.3,18.85
0.0,3.4,18.9
8.4,2.2,16.4
1.3,1.9,17.5
0.0,2.5,18.05
3.0,4.3,16.95
0.0,2.7,16.700000000000003
0.0,3.1,17.5
0.0,6.5,20.85
0.0,2.9,23.6
0.0,2.1,20.8
0.0,2.8,17.200000000000003
0.0,2.3,17.5
0.0,3.9,17.2
0.0,5.3,18.6
0.0,5.9,18.6
0.0,4.2,19.15
0.0,1.8,20.85
0.0,1.2,21.4
0.0,2.8,18.05
0.5,2.3,18.6
0.3,3.1,17.2
0.0,2.8,20.0
0.0,4.4,19.4
0.0,3.0,19.450000000000003
0.3,2.1,18.6
18.3,2.5,16.65
20.3,2.7,16.65
4.3,2.5,18.05
8.9,3.3,16.95
0.0,3.2,16.15
0.0,2.0,15.549999999999999
0.8,3.5,13.899999999999999
0.0,2.6,15.799999999999999
0.0,2.1,14.7
0.0,2.0,14.7
0.0,1.0,15.55
0.0,1.2,16.95
0.0,1.4,17.799999999999997
0.0,2.5,19.450000000000003
0.0,1.0,16.4
0.0,1.8,16.700000000000003
0.0,1.0,14.149999999999999
0.3,3.8,14.15
7.4,3.5,15.0
0.0,2.1,14.75
7.6,3.1,15.55
7.1,2.2,14.2
8.6,4.7,13.9
0.0,3.3,15.850000000000001
3.3,3.0,14.2
15.0,1.9,16.65
0.0,3.2,17.5
11.7,3.1,14.15
1.0,4.7,13.9
32.0,5.0,13.649999999999999
9.4,4.6,11.350000000000001
4.1,3.2,11.65
6.1,5.4,12.5
1.5,5.0,10.3
0.8,2.4,11.15
12.7,3.9,12.2
0.5,3.1,14.2
25.4,3.2,13.35
17.0,2.0,10.55
0.0,1.2,9.15
1.8,2.9,10.25
10.9,4.8,12.5
4.1,3.3,12.5
4.8,2.1,12.8
4.1,6.7,13.649999999999999
0.0,2.3,10.8
0.0,0.8,8.35
5.1,3.0,10.55
0.0,3.9,8.35
0.0,7.7,4.45
0.0,7.6,3.35
0.0,4.7,3.9
0.0,4.5,2.55
0.0,4.2,3.3500000000000005
0.0,4.2,3.6500000000000004
0.0,1.9,4.25
0.0,0.9,3.35
0.0,1.9,6.65
3.6,2.1,8.35
15.2,4.7,9.7
0.5,4.7,8.05
11.9,5.1,9.2
1.3,3.8,8.05
18.3,4.5,11.65
0.3,3.9,13.6
3.3,6.6,13.05
34.3,5.8,8.05
3.6,5.3,0.050000000000000266
0.0,4.4,-1.0500000000000003
0.0,2.2,0.6000000000000001
0.0,5.7,1.1999999999999997
0.0,3.6,5.0
0.8,1.1,6.1000000000000005
3.0,3.1,9.75
7.4,3.6,9.75
0.0,2.8,10.25
9.1,4.2,11.65
9.9,5.1,13.350000000000001
13.0,6.7,14.45
6.9,6.4,11.350000000000001
0.0,3.7,9.15
0.0,1.1,6.95
0.0,3.5,7.25
0.0,5.9,9.45
0.0,4.0,9.15
2.8,1.6,7.5
13.0,3.1,8.05
3.0,4.3,9.15
19.6,5.5,9.75
0.0,5.2,11.4
0.0,1.5,8.35
20.6,3.8,8.6
5.3,1.8,5.55
